@RELATION dataset

@ATTRIBUTE f1 REAL
@ATTRIBUTE f2 REAL
@ATTRIBUTE f3 REAL
@ATTRIBUTE f4 REAL
@ATTRIBUTE f5 REAL
@ATTRIBUTE f6 REAL
@ATTRIBUTE f7 REAL
@ATTRIBUTE f8 REAL
@ATTRIBUTE f9 REAL
@ATTRIBUTE f10 REAL
@ATTRIBUTE f11 REAL
@ATTRIBUTE quality {0,1}

@DATA
0.871973,0.530019,0.122052,0.5451266477904294,0.1476536019045132,0.0931847210032761,0.2519675652611407,0.4397837207705803,0.8180353031063087,0.0608423718936177,0.9563453900033584,0
0.470346,0.130116,0.178643,0.3933054529290138,0.0983894682805247,0.5601436194157496,0.0355146171238314,0.6333534737103478,0.2958720497796692,0.413913403651489,0.9081873068181944,0
0.537756,0.0280293,0.736978,0.0974583528446045,0.1265145357195544,0.0789530963659269,0.8721390847752108,0.4574538904812367,0.752765378262981,0.4885143268669895,0.0016922172150486,0
0.677453,0.505805,0.851298,0.1916169576515711,0.8738165265732635,0.3603283771968004,0.2538458748782484,0.2347365233872352,0.9845461372534884,0.4729415801490174,0.6101104857909517,0
0.855825,0.353839,0.743307,0.7848234169155408,0.725670372875838,0.0668454593757258,0.711079792566884,0.0573769631813066,0.9835287557481706,0.7814217590059621,0.491198084742904,0
0.0914041,0.177267,0.265171,0.6901951842583862,0.0939736379489208,0.5960199011133014,0.6316514189357234,0.6268180617161186,0.664382012689021,0.4389896177293488,0.4862083099080011,0
0.960399,0.776166,0.563397,0.1836829083221517,0.0599895018193813,0.5046699823368156,0.1075346401085525,0.7049778908095319,0.622265324249829,0.5436253498436512,0.9379110528900084,0
0.187813,0.0342448,0.261472,0.849111185776177,0.1975650002732554,0.4041861724000962,0.1372160808253465,0.2695405194153728,0.8930824403061157,0.91262475614128,0.7357554552496776,0
0.26837,0.38325,0.0324158,0.2098137853620226,0.7016699447979043,0.4381575856344248,0.585876732331055,0.6978638234553043,0.8831582385964956,0.3146425367320234,0.4538074734346462,0
0.842895,0.941924,0.0710153,0.4939403412008167,0.0343502468770471,0.4435789051219008,0.1855220511837574,0.2153686103795914,0.552209632608007,0.0105880219754425,0.810510450829616,0
0.49026,0.673787,0.0250881,0.42585353044859,0.9663019354145048,0.4040074440226348,0.9808593765332876,0.927703920477874,0.2055877276136569,0.543864634721915,0.5059857087494073,0
0.835959,0.107598,0.964216,0.6762708164842803,0.6373639453105255,0.1172283189818631,0.2629617100598408,0.433849159903019,0.8935448500908983,0.5276711867004942,0.4872638183554461,0
0.269898,0.280776,0.819866,0.9999119068669166,0.8922458341022834,0.5161113536575964,0.4562730052331943,0.5855572103912031,0.3123643507418414,0.3926058600527965,0.4920677600801677,0
0.0716511,0.194712,0.82458,0.3698189841143083,0.246057895324388,0.5298920829067164,0.4385244143957204,0.1156004582272824,0.373154371385428,0.2564822244221368,0.755318025072992,0
0.848489,0.804596,0.57234,0.6604463619159185,0.6629682692973063,0.500081988373665,0.8970552313619006,0.3619068438571269,0.7681293573494329,0.9798620438012222,0.213717061147572,0
0.369774,0.251158,0.516089,0.0641544991004501,0.8344132941729997,0.1025954054877081,0.1222947125217446,0.8906850940095175,0.9279490804313428,0.2148583609460463,0.5605232075245142,0
0.149897,0.597466,0.28916,0.6380036473586196,0.3368578984037033,0.5211376870696892,0.3167466800806428,0.3129149959871835,0.8565684298739449,0.1181428328793846,0.6036235798293339,0
0.314963,0.677357,0.618981,0.824674044766341,0.0313519001234194,0.3418495064969925,0.3333023920116252,0.1637579705349454,0.5367710735584165,0.2799272405352127,0.3873260131084531,0
