fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
9.97043514251709,0.36950987577438354,0.7868988513946533,1.591881513595581,0.2528371810913086,-25.39783477783203,17.980512619018555,0.9990864396095276,3.4556217193603516,0.4671367406845093,11.962881088256836,4
9.307760238647461,0.4163452982902527,0.6081448197364807,1.3624379634857178,0.18313297629356384,-15.384105682373047,18.921751022338867,0.9976059794425964,3.272050380706787,0.571455717086792,10.944278717041016,6
9.417206764221191,0.356635719537735,0.7053083777427673,0.7878698110580444,0.2070704698562622,-24.023778915405273,22.964693069458008,0.9982866048812866,3.389230728149414,0.4900605380535126,11.306957244873047,5
9.187828063964844,0.35219186544418335,0.6434664726257324,1.6659183502197266,0.2100340574979782,-22.40239906311035,16.40806770324707,0.9977485537528992,3.313389778137207,0.46498119831085205,11.253118515014648,7
10.399890899658203,0.3531922399997711,0.9606814384460449,0.7664730548858643,0.2381318360567093,-33.77924346923828,32.473690032958984,1.000914216041565,3.628472089767456,0.485708624124527,12.014575958251953,6
10.142341613769531,0.4358923137187958,0.7441635727882385,1.4631130695343018,0.24067333340644836,-20.73288917541504,23.485898971557617,0.9988958239555359,3.376741647720337,0.4325578212738037,11.80398941040039,6
9.99891471862793,0.30894652009010315,0.9072332978248596,1.2278393507003784,0.27114513516426086,-34.216697692871094,32.08457565307617,1.0000500679016113,3.5383565425872803,0.33205628395080566,12.023334503173828,7
9.277739524841309,0.4348880350589752,0.6756137013435364,1.110931158065796,0.19716373085975647,-23.245729446411133,14.709916114807129,0.9986829161643982,3.351362705230713,0.5202479362487793,11.490503311157227,5
8.452300071716309,0.3113427758216858,0.5739955902099609,1.2268768548965454,0.17390286922454834,-20.468463897705078,29.92194366455078,0.9969452023506165,3.2761828899383545,0.4802839159965515,10.66593074798584,6
8.133078575134277,0.20745648443698883,0.6449139714241028,1.353506088256836,0.1904662847518921,-24.891490936279297,32.15103530883789,0.9966961145401001,3.307814598083496,0.3921172022819519,10.825739860534668,6
9.596999168395996,0.40129053592681885,0.8109861016273499,1.3282054662704468,0.24194186925888062,-30.784414291381836,14.120903968811035,0.9989911317825317,3.5485434532165527,0.5192684531211853,11.970645904541016,6
9.648879051208496,0.44527795910835266,0.6737567782402039,1.2556450366973877,0.19531652331352234,-21.57098960876465,19.47245979309082,0.9988656044006348,3.4192357063293457,0.3905329406261444,11.59088134765625,5
8.639654159545898,0.33173978328704834,0.5793072581291199,1.2570173740386963,0.1862681806087494,-16.94902992248535,28.031370162963867,0.9969199299812317,3.2270514965057373,0.3541228771209717,10.967569351196289,6
9.382935523986816,0.4011819064617157,0.6409462094306946,1.5225636959075928,0.20587587356567383,-20.430368423461914,12.294721603393555,0.9979277849197388,3.337977647781372,0.5359646677970886,11.361268043518066,5
8.741443634033203,0.29861360788345337,0.7130321860313416,1.8346693515777588,0.20591674745082855,-22.111719131469727,31.02195930480957,0.9975272417068481,3.3153483867645264,0.4423315227031708,11.174519538879395,8
8.249262809753418,0.20590682327747345,0.6505327224731445,1.1644165515899658,0.16717824339866638,-23.894729614257812,35.02028274536133,0.9965006709098816,3.251748561859131,0.4726829528808594,10.511897087097168,6
8.99187183380127,0.39838266372680664,0.6468306183815002,1.3677774667739868,0.1874227523803711,-22.467470169067383,21.808780670166016,0.9975393414497375,3.3139493465423584,0.4872945547103882,11.208330154418945,5
8.867398262023926,0.3280697166919708,0.6675392389297485,1.425592064857483,0.18723009526729584,-21.194644927978516,21.622615814208984,0.9980490803718567,3.3311939239501953,0.41644394397735596,10.90260124206543,6
9.75153636932373,0.4323558509349823,0.7638742923736572,1.0415996313095093,0.22499848902225494,-24.54164695739746,27.551565170288086,0.9995982646942139,3.390090227127075,0.4742330312728882,11.704456329345703,6
9.64115047454834,0.47216156125068665,0.6247750520706177,1.4610037803649902,0.21848347783088684,-17.75815773010254,18.52129364013672,0.998988926410675,3.283398151397705,0.467267781496048,11.171358108520508,6
8.612405776977539,0.3077712655067444,0.5842220783233643,1.5285754203796387,0.16987329721450806,-17.805376052856445,20.91064453125,0.9970226287841797,3.2069427967071533,0.40616151690483093,10.731620788574219,7
9.895003318786621,0.37373116612434387,0.6113187074661255,1.188631296157837,0.17445142567157745,-16.373077392578125,22.228843688964844,0.9977087378501892,3.240279197692871,0.4755078852176666,11.035512924194336,5
8.775348663330078,0.2766900360584259,0.8336227536201477,1.8352142572402954,0.20485176146030426,-28.455717086791992,35.77374267578125,0.9992309808731079,3.452925205230713,0.3616003394126892,11.056507110595703,6
8.220052719116211,0.31029215455055237,0.5849842429161072,1.4219419956207275,0.1749911904335022,-16.90315818786621,26.940744400024414,0.9966741800308228,3.192119836807251,0.4234168827533722,10.25125789642334,6
9.139216423034668,0.333728551864624,0.7249425649642944,1.3941986560821533,0.1992744505405426,-26.721628189086914,26.55945587158203,0.9976396560668945,3.3614017963409424,0.47654426097869873,10.994882583618164,6
9.610396385192871,0.3628155291080475,0.7350637316703796,0.6170483231544495,0.22040563821792603,-22.961915969848633,28.5648193359375,0.9983338713645935,3.3208305835723877,0.49932581186294556,11.500768661499023,7
8.99477481842041,0.33496877551078796,0.7411200404167175,0.4985252320766449,0.18749655783176422,-26.404924392700195,28.578140258789062,0.9988976120948792,3.372354745864868,0.3908354640007019,11.51225757598877,5
9.074094772338867,0.41088441014289856,0.6872527003288269,1.6284115314483643,0.2180716097354889,-20.088266372680664,35.26449203491211,0.9979751706123352,3.371534824371338,0.4877426326274872,11.324433326721191,5
9.785079956054688,0.4844481348991394,0.7474324107170105,1.7774560451507568,0.21339713037014008,-25.224023818969727,17.021472930908203,0.998333752155304,3.405193328857422,0.4536377191543579,11.690727233886719,4
10.511012077331543,0.39514681696891785,0.815237820148468,0.5700204372406006,0.21706904470920563,-27.155113220214844,21.210250854492188,0.9995998740196228,3.5246646404266357,0.5104895830154419,11.713747024536133,7
8.383886337280273,0.37441521883010864,0.6907172799110413,1.2103174924850464,0.18686629831790924,-25.10582733154297,23.592058181762695,0.9973181486129761,3.3732612133026123,0.4830167293548584,11.110305786132812,5
9.442405700683594,0.3698897957801819,0.9420786499977112,1.1699596643447876,0.22874361276626587,-39.96592712402344,24.252153396606445,0.9993738532066345,3.5998029708862305,0.49177202582359314,11.822001457214355,5
9.267803192138672,0.398654580116272,0.8219113945960999,1.9683034420013428,0.2277165800333023,-29.001319885253906,23.498075485229492,0.998881995677948,3.524365186691284,0.40665242075920105,11.831815719604492,5
8.77341079711914,0.31634750962257385,0.6837546229362488,1.5887500047683716,0.19282960891723633,-24.797771453857422,29.30269432067871,0.9984123110771179,3.3379461765289307,0.43982192873954773,11.078304290771484,5
9.386911392211914,0.3976551592350006,0.6860562562942505,1.6757473945617676,0.20406478643417358,-19.834569931030273,29.24718475341797,0.9980025291442871,3.3151440620422363,0.4106261432170868,11.253268241882324,3
9.530542373657227,0.3951168358325958,0.7399781346321106,2.09303879737854,0.21464969217777252,-20.62339973449707,39.812137603759766,0.9987733364105225,3.412773370742798,0.49710318446159363,11.64808177947998,4
11.627524375915527,0.5178017616271973,1.1348412036895752,0.840745210647583,0.3058200478553772,-39.794639587402344,18.267635345458984,1.0040324926376343,3.770174741744995,0.5542750954627991,12.518428802490234,6
