6.8165855 0.39178294 0.19186847 13.850709 0.06589215 50.87435 161.2454 0.99791604 3.1205044 0.46107212 9.288451
7.0310073 0.34799972 0.22668788 22.54862 0.051111072 39.927982 164.08653 0.9994258 3.0807545 0.5538941 9.170811
7.546969 0.34243423 0.30520687 14.458597 0.04517708 71.19926 201.69916 0.9975138 2.9766917 0.5849952 9.394146
7.2418995 0.3280067 0.28488857 8.227044 0.084195115 39.328564 160.71918 0.9963285 3.0151167 0.47769082 9.010265
7.313498 0.33832735 0.2512251 8.131837 0.03858115 34.945995 179.05646 0.9960598 3.0832188 0.4879004 9.070795
8.389451 0.4226509 0.26852414 14.47837 0.043558538 43.467133 200.72723 0.99886185 3.181505 0.4993498 9.456851
8.458937 0.28207007 0.4190267 12.851652 0.0423148 56.711876 206.97514 0.99730873 2.9567688 0.5059105 9.655602
8.606482 0.29938275 0.2871676 7.712967 0.049492437 41.768887 166.3563 0.9956434 3.055725 0.37531805 9.351826
6.837557 0.3985876 0.5002303 10.323364 0.03765482 34.7921 190.13672 0.9969401 3.2263484 0.5121799 9.3715515
7.919546 0.27870065 0.26283866 5.3084545 0.03021555 24.018114 104.74096 0.9938517 3.0029182 0.4999509 9.966316
6.846286 0.3736964 0.5261067 1.0664468 0.074831 49.592857 157.87447 0.99378854 3.1104774 0.31263807 8.816836
7.404686 0.32735467 0.25124684 1.3353374 0.052663453 5.516478 129.96123 0.99371076 3.0048447 0.48627937 9.147901
7.239971 0.23781648 0.63606703 1.2182019 0.08866823 -15.151196 50.79391 0.9914155 2.9584005 0.311946 10.490419
6.8856416 0.41713336 0.47529656 13.171654 0.042597685 40.86318 175.5668 0.996631 3.016022 0.59151095 9.034734
6.444388 0.5115694 0.28674063 10.012208 0.067811295 35.65925 178.84541 0.996751 3.1550524 0.50118446 9.249802
8.098494 0.5123862 0.05719625 0.76994264 0.052573167 1.1811554 76.50337 0.9923405 2.9876332 0.43454158 9.493499
6.891927 0.67144364 0.20368692 9.256312 0.0678908 33.93902 122.51927 0.9950452 3.0524201 0.4379863 9.294181
7.9238863 0.36563572 0.22219796 19.079594 0.05847273 36.3387 213.32205 0.9994497 3.0041203 0.5343739 9.234809
7.1347923 0.2247944 0.29525793 -0.42402896 0.07832664 -1.0633142 60.09139 0.9920304 2.95921 0.37499118 9.610852
5.848417 0.3074601 0.19227369 11.715574 0.043921605 32.733418 115.85069 0.99606913 3.2516394 0.38247967 9.292144
6.808139 0.2717022 0.53720844 -0.21844715 0.038655475 10.246308 86.676865 0.9916442 3.114228 0.52697474 10.364929
5.2364388 0.38112867 0.09161408 2.340002 0.065392904 5.2484794 81.590614 0.9920812 3.173904 0.71965617 9.883223
6.446347 0.201778 0.19923764 8.988032 0.05324049 83.60552 173.16443 0.99516636 3.1198215 0.4231662 9.549636
7.3809786 0.20595565 0.46046063 2.342669 0.046347618 35.816025 152.9868 0.99351466 3.169769 0.5050969 9.768896
6.8136773 0.2989664 0.21947241 8.665974 0.044342924 35.759197 167.26138 0.9959153 3.2586694 0.49160904 9.666153
6.5077624 0.23542242 0.24437477 12.0372095 0.061868884 81.97534 242.15083 0.99677694 3.2668843 0.4205282 9.456686
5.9343686 0.2440393 0.12539212 15.964439 0.04032612 28.06779 92.868835 0.99850494 3.3069487 0.36859426 8.966833
7.854906 0.3048946 0.46815607 18.79897 0.043181036 63.460487 211.831 0.9988903 2.9353223 0.4284992 9.237017
6.13818 0.19256878 0.29592705 16.713764 0.03846349 35.88472 104.85428 0.99923724 3.2235146 0.4299115 8.654466
6.6253667 0.34061468 0.48750156 15.476311 0.035450872 44.382828 217.07018 0.9985789 3.1424494 0.54224753 9.095792
7.396702 0.23235293 0.39450976 -1.8734937 0.07858902 49.723717 132.34877 0.9918217 3.0777726 0.33771217 10.26546
8.204257 0.28851497 0.35854545 7.205239 0.047875945 39.963707 161.04195 0.9967532 3.1191835 0.437134 9.22292
7.8696995 0.46889114 0.42644206 18.68337 0.039374337 43.905354 143.33774 0.998496 3.0461566 0.62315184 9.23014
6.5945563 0.44710797 0.47720987 2.4285731 0.03656525 30.09026 143.97678 0.99316764 3.0733137 0.38379255 8.779436
7.7218137 0.2542977 0.26580304 1.0682956 0.04751749 17.176426 155.07722 0.99221486 3.207031 0.48565102 11.842337
6.034305 0.5862325 -0.03163628 5.0413203 0.04039658 48.420177 164.02733 0.99421215 3.2152283 0.5135634 9.36733
5.9250965 0.38414887 0.14994536 13.467085 0.040375043 40.59316 147.31763 0.9972131 3.2332826 0.49872386 9.065871
7.1632185 0.28497046 0.28302065 7.5051928 0.03945779 58.43997 155.25836 0.99527717 2.9248967 0.38288262 9.292706
8.100644 0.36825687 0.42882413 6.796638 0.018813293 95.09769 228.77036 0.99600834 3.0339715 0.4220303 8.880034
5.9266853 0.27068034 0.28173852 0.47868976 0.050553508 21.005857 89.76542 0.99083644 3.0601237 0.5714156 10.199443
6.58434 0.3081526 0.15582918 7.42484 0.068678185 50.13823 180.09425 0.995704 3.1560407 0.513609 9.310103
6.827933 0.33028606 0.5483224 13.107718 0.057119902 27.268736 152.2541 0.9963154 3.0445786 0.5416093 9.256154
7.3865747 0.3660069 0.39168102 12.820685 0.055126008 68.31158 200.39471 0.9966386 2.9229066 0.45380813 9.160259
7.9516296 0.33036843 0.6242885 6.2312703 0.028489856 36.98147 148.84114 0.9950237 3.0294893 0.4852254 9.091207
6.4175696 0.40945482 0.15947604 2.050458 0.06357149 33.882343 129.3463 0.9913951 3.040958 0.60988027 10.735582
7.758237 0.4168842 0.36675635 2.5783186 0.061971456 7.0551324 54.98849 0.9924592 2.972447 0.4502678 9.974141
9.212815 0.41081312 0.30580932 2.8019876 0.028216153 6.9765897 14.382785 0.99305946 3.0502238 0.35930604 10.638204
