"fixed acidity" "volatile acidity" "citric acid" "residual sugar" chlorides "free sulfur dioxide" "total sulfur dioxide" density pH sulphates alcohol quality
7.8077145 0.6485185 0.68979585 15.001634 0.044105213 44.60569 135.39447 0.99910414 3.1386895 0.4443409 8.74305 3
7.2658353 0.43064475 0.42715454 12.395248 0.032442648 63.45099 236.26593 0.9974873 2.9636245 0.4934996 9.085165 3
7.3930807 0.37755805 0.34274432 14.906524 0.059785794 66.10355 219.95464 1.0012572 3.3707216 0.5434886 8.972822 3
6.57975 0.3828671 0.04945546 2.8797421 0.054843742 18.98481 121.236755 0.99454397 3.1356838 0.3098536 8.918547 3
6.160258 0.5008315 0.36298043 8.179935 0.050789766 82.276405 252.95485 0.99527514 2.9892883 0.4268474 9.400733 3
6.459927 0.34896922 0.6925729 9.7301235 0.042311303 77.59649 194.73215 0.9968452 2.9969907 0.41235465 8.63216 3
6.6662025 0.3452878 0.5611227 7.7552366 0.06490877 55.264072 173.60403 0.996068 3.0664382 0.56007075 9.418585 3
6.188856 0.44642895 0.44024938 11.023871 0.04524873 62.621346 169.95026 0.9969777 3.1407378 0.42863387 8.820898 3
6.1122584 0.37298527 0.32407868 5.6955905 0.055545967 46.88657 169.22389 0.994996 3.0903804 0.65074056 9.058257 3
7.739177 0.32735234 0.2743033 16.619164 0.03550497 93.42754 248.92448 0.999277 3.0495906 0.35928726 9.001767 3
5.904642 0.40577278 0.34850946 9.496347 0.04959313 42.94826 173.51097 0.9965121 3.1544662 0.44285062 8.880883 3
5.0260124 0.27797994 0.13894676 10.680816 0.04639194 37.601177 117.471535 0.99636614 3.364472 0.39215717 9.466304 3
6.264444 0.47997987 0.11352172 13.805048 0.046649206 58.417973 220.46288 0.99784 3.2393014 0.52509755 9.75242 3
5.8903065 0.5429889 -0.08652401 1.6564283 0.08354616 21.768404 124.80905 0.9927225 3.0638635 0.42731842 9.075052 3
7.2621107 0.3363996 0.32912305 13.975101 0.045187216 8.596637 94.46403 0.99866766 3.0830011 0.516466 9.32652 3
7.3655834 0.26121277 0.4907767 -0.39868835 0.06320981 27.808474 140.53712 0.9923322 2.9638374 0.3859798 9.905362 3
7.1323776 0.5292376 0.54346585 6.4099164 0.058763772 49.127357 107.230446 0.99637365 3.082685 0.34767997 8.738632 3
8.55127 0.44617137 0.08754422 2.7679799 0.05093937 12.786092 126.03364 0.99468625 3.0544612 0.37753776 9.427959 3
8.698532 0.47058746 0.71861243 7.9443326 0.04791847 43.777428 124.69186 0.9977721 3.004628 0.44697526 9.027707 3
